TITLE,ALT_WORDS,DESC_ID,DESCRIPTION
Varnish,"shellac, oil varnish, spirit varnish, lacquer, chemicals",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Lighter fluid,"naphtha, butane, fuel",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Gas,"gasoline, fuel",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Kerosene,"fuel, paraffin oil, kerosine",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Vitamins and supplements,"vitamines, pills, pharmaceuticals, liquid",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Baby oil,,93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Shoe polish,"shoe cream, shoe paste, liquid polish",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
hand sanitizer,,93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Roofing tar,,93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
sunscreen,"sun tan lotion, sunblock",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
make-up,"cosmetics, eye make-up, mascara, blush, foundation, lipstick, lotion, moisturizer, cream, shampoo, conditioner",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
citronella oil,,93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
vacuum tubes,vaccuum tube,93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
bear spray,,93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
perfume,"cologne, eau de toilette",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
white out,liquid paper,93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
polyethylene glycol solution,Peglyte,93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
rat poison,mouse poison,93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Paint (latex and oil),"latex paint, primer",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Bleach,"Javex, Chlorox, clorox, A-jax, ajax, whitener",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Garden chemical,"2-4-D, 24D, Diazinon, round-up, weed killer, weed spray",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Vehicle battery,"car battery, chemicals, automotive, automobile, batteries, automobile battery, automobile batteries, motorcycle battery",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Car wax,"automobile, automotive",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Grease (automobile),"oils, car, lubricants, automotive",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Fire extinguisher,,93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Acetone nail polish remover,"nailpolish, cosmetics, makeup, make up, make-up",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Nail polish,"cosmetics, makeup, make up, make-up",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Compressed Gas,"propane tank, canister, propane cylinder, helium tank, helium cylinder, oxygen tank, co2, butane, butane gas",93,"This item is Household Hazardous Waste (HHW). Please take this item to one of the City's <a href=""www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a>. HHW MUST NOT be included in your Garbage Bin, Blue Bin, or poured down the drain.  HHW is also collected at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank""> Community Environment Days</a>. For HHW between 10 to 50 litres/kilograms, residents can also request a free Toxic Taxi pick-up <a href=""https://secure.toronto.ca/webwizard/display.jsp?_wiz_sid=17649_x_Gu6Dyl-ZFnIa2_TvQG3fZQRcBHRODYQx8BVw&984&_wiz_19iDpbhL=1&_wiz_root=household_hazardous_waste"" target=""_blank"">online</a> or by calling 311. Residents can also check the <a href=""http://www.makethedrop.ca.""target=""_blank"">Orange Drop Program</a>."
Broken glass,"shard, shattered glass, broken window, wine glass, drinking glass, glass measuring cup",94,Broken glass is a hazard and can injure you and the collector.  Please tape cardboard around the edges of broken glass.  If the broken glass is from a jar or bottle please place it in your Blue Bin.  If the broken glass is from a window pane or mirror please dispose of it in your Garbage Bin.
Dead animal,"carcasses, corpse, remains, dead rat, dead mouse",95,"If you find an injured or dead animal, please call 311.  The City of Toronto's Animal Services can also assist with pets that have passed away.  For more information please see <a href=""http://www.toronto.ca/animal_services/centres.htm"" target=""_blank"">Animal services</a>."
Biodegradable plastic,"plate, cutlery, fork, knives spoon, bag, cup, degradable plastic",103,This item is not recyclable or compostable. Please place this item in your Garbage Bin.
Talcum powder,"gold bond, baby powder",103,This item is not recyclable or compostable. Please place this item in your Garbage Bin.
Plastic pail  (greater than five litres in size),"pails, plastic drums, driveway sealant container, driveway tar container, plastic paint pails, plastic cat litter box",104,Hard plastic pails and drums (greater than five litres in size) are not accepted in your Blue Bin.  Please place item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20kgs/44 lbs) affixed with a City-issued bag tag.  
Cooking oil (liquid),"deep fryer oil, liquid, vegetable oil",110,"Used cooking oil should never be poured down the sink, drain or toilet because it can negatively impact the system of sewer pipes in your home and neighbourhood, causing sewer backups. Residents can properly dispose of their used cooking oil at a <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Household Hazardous Waste Depots</a> or at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Alternatively, residents can saturate paper towel with it, or freeze it or let it harden, and then place it in their Green Bin. "
Plastic shopping bag,"plastic bags, polyethylene, grocery bag, retail bag, groceries, plastic grocery bag, reusable plastic bag",112,"Please place plastic retail and grocery bags in one bag, tie handles closed and place in your Blue Bin.  Bags with draw strings, metal detailing and hard handles and compostable or biodegradable bags should be placed in your Garbage Bin.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311."
Plastic water jug,"8, 15-litre, L, bottles, single use, no deposit, PET",113,"18L water jugs, such as those placed on top of water coolers, can be returned for a deposit and are reused by water filtration companies.  If not returned for a deposit, this item must be placed in your Garbage Bin ensuring the lid is closed or in a garbage bag (weighing less than 20 kgs 44 lbs) affixed with a City-issued garbage bag tag."
Fireworks,"fire cracker, firecrackers, pyrotechnics, rockets, sparklers, illuminations",122,"Please DO NOT place this item in the Garbage, Green Bin or Blue Bin and DO NOT bring this item to Solid Waste Drop-Off Depots.  Please contact the manufacturer for proper disposal instructions. "
Flares,"pyrotechnic, road flares",122,"Please DO NOT place this item in the Garbage, Green Bin or Blue Bin and DO NOT bring this item to Solid Waste Drop-Off Depots.  Please contact the manufacturer for proper disposal instructions. "
Ammunition,"shrapnel, bullets, shells, projectiles ",122,"Please DO NOT place this item in the Garbage, Green Bin or Blue Bin and DO NOT bring this item to Solid Waste Drop-Off Depots.  Please contact the manufacturer for proper disposal instructions. "
Plastic pail (five litres or less in size),"pails, drums",126,"Please place hard plastic pails and drums that are less than five litres in size in your Blue Bin.  Remove any metal handles.  Please place the handles in your Garbage Bin.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection. Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
Clock,"clock radio, alarm clock",127,"Please place this item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20 kgs/44 lbs) affixed with a City-issued garbage bag tag.  Before placing this item in your Garbage Bin, please remove the batteries for safe disposal as Household Hazardous Waste (HHW).  HHW can be taken to <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> across the city or your local <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Day</a>.  "
sex toy,vibrator,127,"Please place this item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20 kgs/44 lbs) affixed with a City-issued garbage bag tag.  Before placing this item in your Garbage Bin, please remove the batteries for safe disposal as Household Hazardous Waste (HHW).  HHW can be taken to <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> across the city or your local <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Day</a>.  "
